Name,Color,Rarity,Mana Value,Tier,Synergy,Buildaround,Comment,Image,Image Back
Soulcoil Viper,B,U,3,C,,True,"Good with Landcyclers
",https://cards.scryfall.io/large/front/1/1/1125fdf2-2dbb-49a6-b76f-8cd6c3d6fab4.jpg?1699044179,
Souls of the Lost,B,R,2,B-,,,,https://cards.scryfall.io/large/front/b/5/b5c6f502-f11f-4e41-beb8-0843432fa431.jpg?1699044180,
Stalactite Stalker,B,R,1,B,,,,https://cards.scryfall.io/large/front/5/3/5319c0b1-de54-492a-bdea-85a5a75d693e.jpg?1699044184,
Starving Revenant,B,R,4,B-,,,,https://cards.scryfall.io/large/front/f/2/f25ea466-eb48-4c4c-b5d4-35f58e46ebe1.jpg?1699044188,
Stinging Cave Crawler,B,U,3,C,,,,https://cards.scryfall.io/large/front/6/a/6a230208-84ae-4f48-afbd-a0d50596ad27.jpg?1699044189,
Synapse Necromage,B,U,3,B-,,,,https://cards.scryfall.io/large/front/e/f/efeb22a4-37bf-487a-9cf4-74de4cbbc0a3.jpg?1699044194,
Tarrian's Journal,B,R,2,C-,True,,,https://cards.scryfall.io/large/front/9/9/99255a66-b868-45fc-a2a9-0c89bd851b69.jpg?1699044198,https://cards.scryfall.io/large/back/9/9/99255a66-b868-45fc-a2a9-0c89bd851b69.jpg?1699044198
Terror Tide,B,R,4,B-,,True,,https://cards.scryfall.io/large/front/0/a/0a281d2c-20b9-4887-a924-9be6c07b7629.jpg?1699044203,
Tithing Blade,B,C,2,C+,,,,https://cards.scryfall.io/large/front/d/b/dbaa9a2d-e9fd-4746-a26c-f99ae731f024.jpg?1699049915,https://cards.scryfall.io/large/back/d/b/dbaa9a2d-e9fd-4746-a26c-f99ae731f024.jpg?1699049915
Visage of Dread,B,U,2,C+,,,,https://cards.scryfall.io/large/front/3/d/3d4b61c6-3e88-49f5-9e16-aa8a59653327.jpg?1699044214,https://cards.scryfall.io/large/back/3/d/3d4b61c6-3e88-49f5-9e16-aa8a59653327.jpg?1699044214
Family Reunion,W,C,2,D,,,,https://cards.scryfall.io/large/front/5/c/5c2cfbdc-8d40-4abb-afca-6c6d8e36185b.jpg?1699043178,
Vito's Inquisitor,B,C,4,D-,,,,https://cards.scryfall.io/large/front/9/0/9030048a-b866-4a89-8d4a-aa55411463e4.jpg?1699044215,
Abrade,R,C,2,B,,,,https://cards.scryfall.io/large/front/4/7/47f39b5e-2e85-4f31-bbab-0b0bf58f701d.jpg?1699044218,
Ancestors' Aid,R,C,2,C,,,,https://cards.scryfall.io/large/front/e/9/e90d5b7d-e27d-42d6-ba7a-d4a6b0dd8549.jpg?1699044222,
Belligerent Yearling,R,U,2,C+,,,,https://cards.scryfall.io/large/front/0/b/0b2debca-8535-4cf6-a461-c268faaacaae.jpg?1699044224,
Bonehoard Dracosaur,R,M,5,A+,,,,https://cards.scryfall.io/large/front/2/2/2220ed60-3f8f-4dd2-8319-6a06896a5350.jpg?1699044226,
Brass's Tunnel-Grinder,R,R,3,C,,,,https://cards.scryfall.io/large/front/d/6/d61d8895-7f2e-4c77-951f-4f1a49e96f57.jpg?1699044234,https://cards.scryfall.io/large/back/d/6/d61d8895-7f2e-4c77-951f-4f1a49e96f57.jpg?1699044234
Brazen Blademaster,R,C,3,D+,,,,https://cards.scryfall.io/large/front/8/e/8e9e0c66-f64a-428c-be13-a52691833df1.jpg?1699044235,
"Breeches, Eager Pillager",R,R,3,A+,,,,https://cards.scryfall.io/large/front/a/a/aadf5028-8dfe-40d3-89b4-22bd7ed0aae6.jpg?1699044239,
Burning Sun Cavalry,R,C,2,C-,,,,https://cards.scryfall.io/large/front/0/c/0c491ac0-4752-47a7-967e-456b6e4245de.jpg?1699044244,
Calamitous Cave-In,R,U,4,C+,,True,,https://cards.scryfall.io/large/front/8/3/8341ddd9-aac1-4773-b8ce-51e35f696263.jpg?1699044244,
Get Lost,W,R,2,D-,,,,https://cards.scryfall.io/large/front/5/2/522aa72b-2b8c-484c-872b-f082101cee35.jpg?1699043186,
Child of the Volcano,R,C,4,D-,,,,https://cards.scryfall.io/large/front/e/9/e964f026-9cbf-4fa2-acdc-60d19b88f183.jpg?1699044247,
Curator of Sun's Creation,R,U,4,D,,,,https://cards.scryfall.io/large/front/a/1/a144d0b3-678d-4f4c-a9b0-22af19f5cf9f.jpg?1699044253,
Daring Discovery,R,C,5,D+,,,,https://cards.scryfall.io/large/front/d/9/d95018a4-be10-4c46-b14d-4b1eba838bc0.jpg?1699044254,
Diamond Pick-Axe,R,U,1,C+,,,,https://cards.scryfall.io/large/front/4/a/4ae30fa7-3d1d-417f-80d7-a668236cb2c1.jpg?1699044256,
Dinotomaton,R,C,4,C-,,,,https://cards.scryfall.io/large/front/9/d/9de1a93e-ec71-45fa-b0b8-2c21123e390c.jpg?1699044263,
Dire Flail,R,R,1,B,,,,https://cards.scryfall.io/large/front/0/d/0d2d98ae-fe02-4a86-9e80-7b95e08de21c.jpg?1699044265,https://cards.scryfall.io/large/back/0/d/0d2d98ae-fe02-4a86-9e80-7b95e08de21c.jpg?1699044265
Dowsing Device,R,U,2,C,,True,,https://cards.scryfall.io/large/front/3/d/3d715e9f-223d-462e-8ce3-eebbaf1cd021.jpg?1699044274,https://cards.scryfall.io/large/back/3/d/3d715e9f-223d-462e-8ce3-eebbaf1cd021.jpg?1699044274
Dreadmaw's Ire,R,U,1,C+,,,,https://cards.scryfall.io/large/front/0/6/062e00a1-f1dc-4089-b640-800ab781c590.jpg?1699044274,
Enterprising Scallywag,R,U,2,C-,,,,https://cards.scryfall.io/large/front/4/4/44420f52-2ed8-4f81-93e4-5decc77bed01.jpg?1699044280,
Etali's Favor,R,C,3,B,,,,https://cards.scryfall.io/large/front/6/d/6d4075a8-c15d-4078-bf4b-0f85c03fecec.jpg?1699044282,
Glorifier of Suffering,W,C,3,D,,,,https://cards.scryfall.io/large/front/7/5/7580ad36-7362-4dee-9511-d119173b70e8.jpg?1699043195,
Geological Appraiser,R,U,4,B+,,,,https://cards.scryfall.io/large/front/7/f/7f9c1a82-695b-4df2-8e51-2d71a62e7baf.jpg?1699044284,
Goblin Tomb Raider,R,C,1,C+,,,,https://cards.scryfall.io/large/front/0/1/018160fe-f602-43f5-8495-241a08eaa69c.jpg?1699044289,
Goldfury Strider,R,U,5,D+,,,,https://cards.scryfall.io/large/front/4/1/415904fe-b77f-4c1a-850f-688484d629e6.jpg?1699044290,
Hit the Mother Lode,R,R,7,D-,,,,https://cards.scryfall.io/large/front/e/7/e75f460c-43e2-4353-8b73-71ff8651a79d.jpg?1699044293,
Hotfoot Gnome,R,C,3,D-,,,,https://cards.scryfall.io/large/front/8/7/87468b6b-6f78-42e4-ab0d-6730aeecdc3f.jpg?1699044297,
Idol of the Deep King,R,C,3,C,,,,https://cards.scryfall.io/large/front/d/1/d1d8d8ef-c8b2-4e7c-89e4-b381dff20584.jpg?1699044303,https://cards.scryfall.io/large/back/d/1/d1d8d8ef-c8b2-4e7c-89e4-b381dff20584.jpg?1699044303
"Inti, Seneschal of the Sun",R,R,2,A,,,,https://cards.scryfall.io/large/front/f/a/fa7a55aa-ae61-4933-b7a4-dcc55dac6fcd.jpg?1699044306,
Magmatic Galleon,R,R,5,A+,,,,https://cards.scryfall.io/large/front/4/4/4471a833-11b9-4146-a9c0-84a6896c94d8.jpg?1699044307,
"Ojer Axonil, Deepest Might",R,M,4,B-,,,,https://cards.scryfall.io/large/front/5/0/50f8e2b6-98c7-4f28-bb39-e1fbe841f1ee.jpg?1699044315,https://cards.scryfall.io/large/back/5/0/50f8e2b6-98c7-4f28-bb39-e1fbe841f1ee.jpg?1699044315
Panicked Altisaur,R,C,5,C-,,,,https://cards.scryfall.io/large/front/a/d/ad371c97-a266-4a88-9d28-2e889a37ba00.jpg?1699044315,
Guardian of the Great Door,W,U,2,C+,,,,https://cards.scryfall.io/large/front/a/8/a86f3cb2-7822-4c19-bd84-cea177e5b6e9.jpg?1699043203,
Plundering Pirate,R,C,3,C+,,,,https://cards.scryfall.io/large/front/5/b/5bb2552f-8370-4931-83e1-93706d51413a.jpg?1699044322,
Poetic Ingenuity,R,R,3,A-,,True,,https://cards.scryfall.io/large/front/c/0/c035250e-6f6e-4d0f-b4fd-2a53d6069aa7.jpg?1699044323,
Rampaging Ceratops,R,U,5,D+,,,,https://cards.scryfall.io/large/front/8/b/8bab3f8f-cb06-466d-a35d-0b5e1a2b524c.jpg?1699044324,
Rumbling Rockslide,R,C,4,D+,,,,https://cards.scryfall.io/large/front/4/f/4f06b53f-ec82-4d7f-bee3-6ca04583f023.jpg?1699044331,
Saheeli's Lattice,R,U,2,C,,,,https://cards.scryfall.io/large/front/0/b/0bdc79c6-1193-46bd-931d-2c2a0381e420.jpg?1699044333,https://cards.scryfall.io/large/back/0/b/0bdc79c6-1193-46bd-931d-2c2a0381e420.jpg?1699044333
Scytheclaw Raptor,R,U,3,C,,,,https://cards.scryfall.io/large/front/9/4/9436cf62-56d6-4662-9982-72e9be80d25c.jpg?1699044339,
Seismic Monstrosaur,R,C,6,D+,,,,https://cards.scryfall.io/large/front/9/8/98aeb9dc-18f9-4120-ac3d-226c62a1dc1d.jpg?1699044339,
Sunfire Torch,R,C,1,C+,,,,https://cards.scryfall.io/large/front/b/b/bb040fc7-f728-4482-92af-9a320c03bb54.jpg?1699044342,
Sunshot Militia,R,C,2,C,,,,https://cards.scryfall.io/large/front/d/3/d3114f5c-21e9-43c3-abe3-3cf1da20916f.jpg?1699044348,
Tectonic Hazard,R,C,1,SB,,,,https://cards.scryfall.io/large/front/5/2/5204c781-f568-4c7f-b3f7-ce4dd678689b.jpg?1699044348,
Helping Hand,W,U,1,D+,True,,,https://cards.scryfall.io/large/front/b/8/b8aa7126-5df3-42dd-b4a3-0d0ea59eeebd.jpg?1699043212,
Triumphant Chomp,R,U,1,C,,,,https://cards.scryfall.io/large/front/0/6/06b28139-efa7-4818-a012-cf8150692b43.jpg?1699044351,
Trumpeting Carnosaur,R,R,6,A,,,,https://cards.scryfall.io/large/front/e/d/edc035ca-f0a3-4814-9405-d6dc6f048315.jpg?1699044357,
Volatile Wanderglyph,R,C,2,C+,,,,https://cards.scryfall.io/large/front/2/1/2101921a-d26f-4a00-a0db-1b418f2e6b01.jpg?1699044357,
Zoyowa's Justice,R,U,2,F,,,,https://cards.scryfall.io/large/front/0/4/04839717-d2f9-481d-9d13-e4038dbcbb0e.jpg?1699044361,
Armored Kincaller,G,C,3,C+,,,,https://cards.scryfall.io/large/front/b/7/b76a46a1-a63e-460a-98c5-699dd1c827aa.jpg?1699044365,
Basking Capybara,G,C,2,D,True,,,https://cards.scryfall.io/large/front/f/f/ff0a2ba4-dfa8-49d6-95e9-04b7a14d0c6c.jpg?1699044367,
Bedrock Tortoise,G,R,4,A-,,,,https://cards.scryfall.io/large/front/7/0/701bd623-3100-44dc-adec-53fa3a95ab19.jpg?1699044371,
Cavern Stomper,G,C,6,C+,,,,https://cards.scryfall.io/large/front/d/e/decdfd6b-55ab-47fd-9f98-1845261f1caf.jpg?1699044374,
Cenote Scout,G,U,1,B-,,,,https://cards.scryfall.io/large/front/4/c/4ce4b7bc-636b-4723-a7c1-2c859f333492.jpg?1699044377,
Coati Scavenger,G,U,3,C,True,,,https://cards.scryfall.io/large/front/d/2/d2c70d86-1764-487d-a415-15ae79ba570c.jpg?1699044379,
Ironpaw Aspirant,W,C,2,C,,,,https://cards.scryfall.io/large/front/f/7/f70689a0-ac69-4052-84fc-9055e9e1c54b.jpg?1699043222,
Colossadactyl,G,U,4,C,,,,https://cards.scryfall.io/large/front/8/7/8702e776-be2c-48a9-9bc5-bb8ea514333b.jpg?1699044383,
Cosmium Confluence,G,R,5,C-,,,,https://cards.scryfall.io/large/front/4/9/490a5054-0607-4e4a-a0a9-0e9eea7adb00.jpg?1699044386,
Disturbed Slumber,G,C,2,F,,,,https://cards.scryfall.io/large/front/4/4/4404b8d6-3673-4d82-b9ed-d28e9b54e1f6.jpg?1699044387,
Earthshaker Dreadmaw,G,U,6,C+,,,,https://cards.scryfall.io/large/front/c/d/cdcbba6f-aa54-44be-a3b0-f712fa8bd5ad.jpg?1699044391,
Explorer's Cache,G,U,2,C,,,,https://cards.scryfall.io/large/front/8/6/86b36214-9c7e-4a24-93d4-17b2d00cbc51.jpg?1699044394,
"Ghalta, Stampede Tyrant",G,M,8,D-,,,,https://cards.scryfall.io/large/front/7/2/72e805e9-69be-45c1-aa04-f460641a0c1e.jpg?1699044395,
Glimpse the Core,G,U,2,D,,,,https://cards.scryfall.io/large/front/d/e/de7d6aed-3dc8-417d-a190-1660cfc8ee4a.jpg?1699044400,
Glowcap Lantern,G,U,1,F,,,,https://cards.scryfall.io/large/front/b/a/bafde87c-743d-4307-93e0-fbd30f5d92f6.jpg?1699044403,
Growing Rites of Itlimoc,G,R,3,D-,,,,https://cards.scryfall.io/large/front/0/0/004524bf-b249-4dac-9c10-44d57143feb9.jpg?1699044409,https://cards.scryfall.io/large/back/0/0/004524bf-b249-4dac-9c10-44d57143feb9.jpg?1699044409
"Huatli, Poet of Unity",G,M,3,A,,,,https://cards.scryfall.io/large/front/5/7/57df2563-18d4-4526-a8bc-0c114e6fd4d9.jpg?1699044416,https://cards.scryfall.io/large/back/5/7/57df2563-18d4-4526-a8bc-0c114e6fd4d9.jpg?1699044416
Kinjalli's Dawnrunner,W,U,3,B-,,,,https://cards.scryfall.io/large/front/f/c/fc4c527c-6963-47f4-bcad-841d06bb2211.jpg?1699043231,
Huatli's Final Strike,G,C,3,C+,,,,https://cards.scryfall.io/large/front/1/2/1247a5fa-b50a-4ab1-96ca-dbeb45bd0b56.jpg?1699044417,
Hulking Raptor,G,R,4,B+,,,,https://cards.scryfall.io/large/front/4/5/45f763af-5a6a-404c-8e8c-4dbed71277bc.jpg?1699044419,
In the Presence of Ages,G,C,3,D,True,,For GB,https://cards.scryfall.io/large/front/9/7/97b1be22-3177-49af-bb06-42497d717c21.jpg?1699044424,
Intrepid Paleontologist,G,R,2,B+,,,,https://cards.scryfall.io/large/front/8/7/871a164a-0fe6-480e-a1be-cbffce884bd3.jpg?1699044425,
Ixalli's Lorekeeper,G,U,1,C,True,,,https://cards.scryfall.io/large/front/4/b/4bc94ded-458d-4458-9c0b-136d825b885d.jpg?1699044427,
Jade Seedstones,G,U,4,C-,,,,https://cards.scryfall.io/large/front/b/b/bb95ffc2-ef35-49bf-8211-c5354d176051.jpg?1699122172,https://cards.scryfall.io/large/back/b/b/bb95ffc2-ef35-49bf-8211-c5354d176051.jpg?1699122172
Jadelight Spelunker,G,R,1,B,,,,https://cards.scryfall.io/large/front/6/8/68e633d3-47e2-48c5-9be3-574ce5023bf7.jpg?1699044435,
Kaslem's Stonetree,G,C,3,D-,,,,https://cards.scryfall.io/large/front/7/8/78b1b412-228a-4e05-a4b3-8159ebf54dc6.jpg?1699044443,https://cards.scryfall.io/large/back/7/8/78b1b412-228a-4e05-a4b3-8159ebf54dc6.jpg?1699044443
Malamet Battle Glyph,G,U,1,C,,,,https://cards.scryfall.io/large/front/2/2/2259f959-ca97-4df9-8d50-0532090fb967.jpg?1699044443,
Malamet Brawler,G,C,2,C,,,,https://cards.scryfall.io/large/front/4/7/47d2fb65-cc3d-4664-bee0-8cf1cba5d8fa.jpg?1699044450,
Acrobatic Leap,W,C,1,D+,,,,https://cards.scryfall.io/large/front/4/7/47f82d84-03ad-42dd-80ce-f0ac5e353e46.jpg?1699043064,
Kutzil's Flanker,W,R,3,C+,,,,https://cards.scryfall.io/large/front/d/1/d1201811-54ab-4c4e-b6e1-19b0d07e5ede.jpg?1699043239,
Malamet Scythe,G,C,3,D+,,,,https://cards.scryfall.io/large/front/d/f/df6776a4-cc01-46a3-90df-04e1e3ba513c.jpg?1699044451,
Malamet Veteran,G,C,5,D-,,,,https://cards.scryfall.io/large/front/4/b/4b9b16b3-1cbd-4b63-85b2-e4053dfc1e93.jpg?1699044452,
Mineshaft Spider,G,C,4,C-,,,,https://cards.scryfall.io/large/front/b/7/b75a3639-a917-4700-a093-14a4cda78d9f.jpg?1699044458,
Nurturing Bristleback,G,C,7,D,,,,https://cards.scryfall.io/large/front/0/8/081d5c9e-71da-4454-ae4e-c76cb7790d20.jpg?1699044460,
"Ojer Kaslem, Deepest Growth",G,M,5,A,,,,https://cards.scryfall.io/large/front/0/c/0cbc43a3-8cba-4988-9de1-c89aedd79ada.jpg?1699044466,https://cards.scryfall.io/large/back/0/c/0cbc43a3-8cba-4988-9de1-c89aedd79ada.jpg?1699044466
Over the Edge,G,C,2,SB,,,,https://cards.scryfall.io/large/front/2/3/23dddddb-5409-4c28-bf32-e6473f2cc620.jpg?1699044468,
Pathfinding Axejaw,G,C,4,C+,,,,https://cards.scryfall.io/large/front/9/f/9f619075-ca5d-4e09-bd84-31e6b61eaa7e.jpg?1699044470,
Poison Dart Frog,G,C,2,C+,,,,https://cards.scryfall.io/large/front/6/2/62c1f09a-9d17-415c-8afa-cd0b62abe48d.jpg?1699044475,
Pugnacious Hammerskull,G,R,3,A-,,,,https://cards.scryfall.io/large/front/6/3/632e5635-a9bc-473a-a885-02e1fd258f7b.jpg?1699044476,
River Herald Guide,G,C,3,D,,,,https://cards.scryfall.io/large/front/9/e/9ea7e323-f329-4928-b25a-c0b44c5ac058.jpg?1699044480,
Malamet War Scribe,W,U,5,C,,,,https://cards.scryfall.io/large/front/b/9/b92a6ba0-cea0-4084-92f1-2bd60ea25fb0.jpg?1699043248,
Seeker of Sunlight,G,C,1,D-,,,,https://cards.scryfall.io/large/front/f/f/ffcdb10f-4bad-4f89-8e7c-daa5c0c69230.jpg?1699044483,
Sentinel of the Nameless City,G,R,3,A,,,,https://cards.scryfall.io/large/front/e/e/eeeffc0b-dc92-458e-ad58-86ff6077a508.jpg?1699044484,
The Skullspore Nexus,G,M,8,A,,,,https://cards.scryfall.io/large/front/b/5/b56a7631-5f94-468d-aab7-7e9e129c5f49.jpg?1699044489,
Spelunking,G,U,3,D-,,,,https://cards.scryfall.io/large/front/d/3/d3be4257-2316-4a2e-b347-f71c0368a947.jpg?1699044491,
Staggering Size,G,C,2,C+,,,,https://cards.scryfall.io/large/front/e/3/e34c4946-6c21-4ae1-9595-35933d38da52.jpg?1699044491,
Tendril of the Mycotyrant,G,U,2,C,,,,https://cards.scryfall.io/large/front/a/f/afa464fe-978f-43de-ac35-79be4b12f0d9.jpg?1699044498,
Thrashing Brontodon,G,U,3,B-,,,,https://cards.scryfall.io/large/front/d/5/d52ef7c1-dacb-4204-b64e-5fa3ae3b1ace.jpg?1699044499,
Twists and Turns,G,U,1,C+,,True,,https://cards.scryfall.io/large/front/3/c/3cdf691e-96a5-45c7-9b94-6f04af81c8e4.jpg?1699044507,https://cards.scryfall.io/large/back/3/c/3cdf691e-96a5-45c7-9b94-6f04af81c8e4.jpg?1699044507
Walk with the Ancestors,G,C,5,D,,,,https://cards.scryfall.io/large/front/7/1/71a6f85b-5ef8-4526-9c86-7cb71508b4c0.jpg?1699044508,
"Abuelo, Ancestral Echo",M,R,3,B+,,,,https://cards.scryfall.io/large/front/4/0/40eee689-2514-421a-8056-eb7668be66ff.jpg?1699044511,
Market Gnome,W,U,1,B-,True,,,https://cards.scryfall.io/large/front/3/6/36dafcd6-ce4e-4a27-bd8c-fa1a3bffc99e.jpg?1699043256,
"Akawalli, the Seething Tower",M,U,3,C,,,,https://cards.scryfall.io/large/front/3/e/3ee62dd1-97d0-4e5d-8937-26c9e51e9414.jpg?1699044515,
Amalia Benavides Aguirre,M,R,2,C+,,True,,https://cards.scryfall.io/large/front/9/a/9acf80a5-f2ca-45b4-aca8-fbc690e35401.jpg?1699044516,
The Ancient One,M,M,2,B,,True,,https://cards.scryfall.io/large/front/6/6/66dd43d7-76a7-46ea-b431-097fcea417af.jpg?1699044521,
"Anim Pakal, Thousandth Moon",M,R,3,A,,,,https://cards.scryfall.io/large/front/8/6/868856b7-8875-43c1-8249-0f8fb2c8319b.jpg?1699044523,
Bartolome del Presidio,M,U,2,C+,,,,https://cards.scryfall.io/large/front/6/9/690ccdc7-6c43-4902-9d11-2f07b7a36b11.jpg?1699044523,
The Belligerent,M,R,4,B,,,,https://cards.scryfall.io/large/front/1/4/1454af8c-bce9-47d3-890f-283e2fea2cf2.jpg?1700056774,
Caparocti Sunborn,M,U,4,B-,,,,https://cards.scryfall.io/large/front/8/e/8ea82964-fd9c-48e3-962f-94954476b31f.jpg?1699044531,
"Captain Storm, Cosmium Raider",M,U,2,B+,,,,https://cards.scryfall.io/large/front/1/4/14c65f5a-10bd-4f9b-b816-46c2240b11ff.jpg?1699044532,
Deepfathom Echo,M,R,4,B+,,,,https://cards.scryfall.io/large/front/c/7/c7c7fb87-8448-49f4-a9ed-db97f6a41d98.jpg?1699044538,
"Gishath, Sun's Avatar",M,M,8,D-,,,,https://cards.scryfall.io/large/front/b/c/bc4a65de-23b5-48f0-b8b7-94608eaced3e.jpg?1699044539,
Might of the Ancestors,W,U,3,F,,,,https://cards.scryfall.io/large/front/5/4/54f82c95-8bc1-4df9-9120-86ffc059c7dd.jpg?1699043265,
"Itzquinth, Firstborn of Gishath",M,U,2,A-,,,,https://cards.scryfall.io/large/front/7/1/7112c366-b36a-4bc8-aa64-6bad16bebc39.jpg?1699044540,
"Kellan, Daring Traveler",M,R,2,B+,,,,https://cards.scryfall.io/large/front/0/1/01739030-c280-492b-a5c9-b3e9f6debc6d.jpg?1699044547,
"Kutzil, Malamet Exemplar",M,U,3,B,,,,https://cards.scryfall.io/large/front/c/9/c9f88a40-a6ed-4c1f-a309-011aca1acddd.jpg?1699044549,
Master's Guide-Mural,M,U,5,B-,,,,https://cards.scryfall.io/large/front/f/7/f7a41343-7cdb-49aa-a9d1-7460195355d8.jpg?1699561966,https://cards.scryfall.io/large/back/f/7/f7a41343-7cdb-49aa-a9d1-7460195355d8.jpg?1699561966
Molten Collapse,M,R,2,C,,,,https://cards.scryfall.io/large/front/2/4/2487d124-210b-4808-888c-cd0a78aebd90.jpg?1699044556,
The Mycotyrant,M,M,3,C,,,,https://cards.scryfall.io/large/front/c/a/caef93cc-70d0-4cce-9aaa-13c0931b2ef7.jpg?1699044561,
"Nicanzil, Current Conductor",M,U,2,C-,,,,https://cards.scryfall.io/large/front/5/e/5e6f4aba-3500-4fb7-ab78-02f63c03778a.jpg?1699044562,
Palani's Hatcher,M,R,5,A+,,,,https://cards.scryfall.io/large/front/8/6/86ff73c7-428c-469c-b564-6aa9f4eeca14.jpg?1699044564,
Quintorius Kand,M,M,5,A,,,,https://cards.scryfall.io/large/front/4/3/4382fa49-9e34-45b3-8495-4916dcd995ec.jpg?1701346165,
"Saheeli, the Sun's Brilliance",M,M,2,C+,,,,https://cards.scryfall.io/large/front/0/b/0ba99b60-c7d0-4041-a065-f2c510745223.jpg?1699044570,
Miner's Guidewing,W,C,1,B,,,,https://cards.scryfall.io/large/front/9/0/9048cd9d-df3f-4705-a5f4-e5b09760c631.jpg?1699043273,
Sovereign Okinec Ahau,M,M,4,B-,,,,https://cards.scryfall.io/large/front/7/0/70c75aa7-e2f9-4a69-8086-c982019ca714.jpg?1699044573,
Squirming Emergence,M,R,3,F,,,,https://cards.scryfall.io/large/front/8/e/8ee16629-f9be-4cdb-bf52-1d640781ee00.jpg?1699044577,
"Uchbenbak, the Great Mistake",M,U,5,C,,,,https://cards.scryfall.io/large/front/a/0/a062202c-f9fb-4dd6-989a-c3083644f1c0.jpg?1699044578,
"Vito, Fanatic of Aclazotz",M,M,4,B+,,True,,https://cards.scryfall.io/large/front/c/4/c4fd9047-df91-4d82-be00-c623acae0f01.jpg?1699044580,
Wail of the Forgotten,M,R,2,C,,,,https://cards.scryfall.io/large/front/6/7/67108256-b7da-44bd-9639-4264931d348f.jpg?1699044584,
