Name,Rating,Color,Rarity,Notes
Steampath Charger,D+,R,C,
Take Out the Trash,C+,R,C,
Whiskerquill Scribe,C-,R,C,
Agate Assault,C-,R,C,
Kindlespark Duo,C,R,C,
Roughshod Duo,C-,R,C,
Alania's Pathmaker,D+,R,C,
Frilled Sparkshooter,C+,R,C,
Conduct Electricity,D+,R,C,
Rockface Village,C+,R,U,
Blacksmith's Talent,D-,R,U,
Heartfire Hero,C+,R,U,
Blooming Blast,C-,R,U,
Brazen Collector,C+,R,U,
Coruscation Mage,C+,R,U,
Flamecache Gecko,C+,R,U,
Hoarder's Overflow,D+,R,U,
Playful Shove,D+,R,U,
Rabid Gnaw,C+,R,U,Blatant color pie break.
Harnesser of Storms,C,R,U,
Valley Rally,D+,R,U,
Wildfire Howl,C+,R,U,
Brambleguard Captain,C,R,U,
Teapot Slinger,C,R,U,
Quaketusk Boar,C+,R,U,
Reptilian Recruiter,C,R,U,
Hired Claw,A-,R,R,
Artist's Talent,D-,R,R,
Emberheart Challenger,B,R,R,
Manifold Mouse,A,R,R,
Byway Barterer,B+,R,R,
Hearthborn Battler,B-,R,R,
Valley Flamecaller,B,R,R,
Sunspine Lynx,B,R,R,
Festival of Embers,D+,R,R,
Stormsplitter,C-,R,M,
"Dragonhawk, Fate's Tempest",A,R,M,
Season of the Bold,C+,R,M,
High Stride,D,G,C,
Longstalk Brawl,C+,G,C,
Sunshower Druid,B-,G,C,
Bakersbane Duo,C+,G,C,
Cache Grab,C-,G,C,
Three Tree Rootweaver,C,G,C,
Druid of the Spade,C,G,C,
Heaped Harvest,D-,G,C,
Stickytongue Sentinel,D-,G,C,
Polliwallop,C+,G,C,
Rust-Shield Rampager,C-,G,C,
Treeguard Duo,D+,G,C,
Treetop Sentries,D,G,C,
Bark-Knuckle Boxer,C-,G,U,
Bushy Bodyguard,B-,G,U,
Oakhollow Village,C+,G,U,
Hunter's Talent,C+,G,U,
Overprotect,C+,G,U,
Pawpatch Formation,D+,G,U,
Peerless Recycling,C+,G,U,
Stocking the Pantry,D+,G,U,
Three Tree Scribe,D,G,U,
Wear Down,D-,G,U,
Brambleguard Veteran,C+,G,U,
Clifftop Lookout,D+,G,U,
Curious Forager,B-,G,U,
Hazardroot Herbalist,C,G,U,
Honored Dreyleader,C+,G,U,
Hivespine Wolverine,C+,G,U,
Galewind Moose,B-,G,U,
For the Common Good,D-,G,R,
Mistbreath Elder,B,G,R,
Pawpatch Recruit,B,G,R,
Valley Mightcaller,B+,G,R,
Innkeeper's Talent,B-,G,R,
Keen-Eyed Curator,B+,G,R,
Tender Wildguide,B-,G,R,
Thornvault Forager,C,G,R,
Scrapshooter,B-,G,R,
Fecund Greenshell,B-,G,R,
"Lumra, Bellow of the Woods",B+,G,M,
Season of Gathering,B,G,M,
Hidden Grotto,C,C,C,
Fountainport Bell,C-,C,C,
Bumbleflower's Sharepot,D+,C,C,
Three Tree Mascot,D+,C,C,
Barkform Harvester,D,C,C,
Uncharted Haven,C+,C,U,
Heirloom Epic,D+,C,U,
Short Bow,C-,C,U,
Patchwork Banner,D+,C,U,
Tangle Tumbler,C,C,U,
Starforged Sword,D,C,U,
Fountainport,C+,C,R,
Three Tree City,C,C,R,
Seedpod Squire,C,M,C,
Mind Drill Assailant,C-,M,C,
Cindering Cutthroat,C+,M,C,
Junkblade Bruiser,C,M,C,
Head of the Homestead,C,M,C,
Moonrise Cleric,C+,M,C,
Tempest Angler,C+,M,C,
Corpseberry Cultivator,C+,M,C,
Veteran Guardmouse,C,M,C,
Pond Prophet,C+,M,C,
Plumecreed Mentor,C+,M,U,
Tidecaller Mentor,C,M,U,
Fireglass Mentor,C+,M,U,
Wandertale Mentor,C+,M,U,
Burrowguard Mentor,B,M,U,
Starseer Mentor,B-,M,U,
Stormcatch Mentor,C,M,U,
Vinereap Mentor,B-,M,U,
Seedglaive Mentor,B-,M,U,
Lilysplash Mentor,C,M,U,
Fabled Passage,,M,R,
"Kastral, the Windcrested",,M,R,
"Vren, the Relentless",,M,R,
"Gev, Scaled Scorch",,M,R,
"Muerra, Trash Tactician",,M,R,
"Finneas, Ace Archer",,M,R,
Lunar Convocation,,M,R,
"Zoraline, Cosmos Caller",,M,R,
"Alania, Divergent Storm",,M,R,
"Camellia, the Seedmiser",,M,R,
"Mabel, Heir to Cragflame",,M,R,
"Clement, the Worrywort",,M,R,
Dreamdew Entrancer,,M,R,
"Baylen, the Haymaker",,M,R,
The Infamous Cruelclaw,,M,M,
"Hugs, Grisly Guardian",,M,M,
"Ral, Crackling Wit",,M,M,
"Ygra, Eater of All",,M,M,
"Helga, Skittish Seer",,M,M,
"Glarb, Calamity's Augur",,M,M,
