Name,Color,Rarity,Mana Value,Tier,Synergy,Buildaround,Comment,Image,Image Back
Tyrant's Scorn,M,U,2,B,,,,https://cards.scryfall.io/large/front/e/6/e61f8b36-6ad2-4295-bd1d-7f9e90b23190.jpg?1712353627,
Vanishing Verse,M,R,2,B+,,,,https://cards.scryfall.io/large/front/f/c/fc4b1507-7daa-4728-b79e-a9423dae6c57.jpg?1712353630,
Villainous Wealth,M,R,3,B-,,,,https://cards.scryfall.io/large/front/6/6/66126f16-3d22-4d93-86c8-1800f1cfd22e.jpg?1712353635,
Void Rend,M,R,3,C-,,,,https://cards.scryfall.io/large/front/5/9/598f6fd1-51a3-4bb3-9696-911cd45367f9.jpg?1712353639,
Path to Exile,W,R,1,C-,,,,https://cards.scryfall.io/large/front/a/a/aa112736-7596-448a-be2f-0798acb3b2ee.jpg?1712859024,
Voidslime,M,R,3,D+,,,,https://cards.scryfall.io/large/front/f/2/f21cca5c-dc1e-4e7c-9dab-218165f42b90.jpg?1712353644,
Contagion Engine,C,M,6,B,,,,https://cards.scryfall.io/large/front/f/e/fe584bf8-cb71-42b5-b5c0-dea3fec79c9d.jpg?1712353648,
Grindstone,C,M,1,F,,,,https://cards.scryfall.io/large/front/f/5/f5914135-d927-4d95-a4cd-85c871adaeee.jpg?1712353652,
Mindslaver,C,M,6,D+,,,,https://cards.scryfall.io/large/front/6/5/65b007d5-d9da-4342-ba7e-4b5d8d79912b.jpg?1712353656,
Unlicensed Hearse,C,R,2,D+,,,,https://cards.scryfall.io/large/front/5/4/5447a777-769d-4773-ab64-31c67e310e15.jpg?1712353660,
Dust Bowl,L,R,0,F,,,,https://cards.scryfall.io/large/front/1/8/18d24d9a-a49e-4ce8-9158-03fe4cea39e2.jpg?1712353665,
Archive Trap,U,R,5,B,True,,Lock picker combo,https://cards.scryfall.io/large/front/d/e/defa687c-a064-4a7b-afa2-3c3ecdb5e13f.jpg?1712353415,
Archmage's Charm,U,R,3,C+,,,,https://cards.scryfall.io/large/front/4/4/44fe86de-c131-41b2-a06a-827b4d374a6d.jpg?1712353415,
Commandeer,U,R,7,F,,,,https://cards.scryfall.io/large/front/e/4/e473db8a-ee0e-4753-aaab-76eda5808075.jpg?1712353423,
Stoneforge Mystic,W,M,2,C+,,True,,https://cards.scryfall.io/large/front/1/1/11130547-391b-4fe7-8821-ef9514f6073f.jpg?1714168621,
Brazen Borrower,U,M,3,B,,,,https://cards.scryfall.io/large/front/e/d/ed39ecb5-6c7c-428d-8ff3-7bd30edf00d5.jpg?1711513074,
Desertion,U,M,5,C+,,,,https://cards.scryfall.io/large/front/f/5/f51053d1-f158-4c62-96f4-0c93f1ec9007.jpg?1714483874,
Morbid Opportunist,B,M,3,B-,,,,https://cards.scryfall.io/large/front/7/5/75ce7a2a-95c3-4854-ab70-15d144d44714.jpg?1711513165,
Port Razer,R,M,5,D-,,,,https://cards.scryfall.io/large/front/2/5/25c13a34-9be3-4ff4-996d-f61c6db2e990.jpg?1714168652,
Scapeshift,G,M,4,F,,,,https://cards.scryfall.io/large/front/5/e/5edac3e9-6c18-4801-a035-2803d35314ef.jpg?1711513245,
Mystic Snake,M,M,4,B,,,,https://cards.scryfall.io/large/front/e/e/ee7bdfa2-2263-4585-8f53-f2d66ecc31a0.jpg?1714483878,
Notion Thief,M,M,4,F,,,,https://cards.scryfall.io/large/front/e/8/e8d70073-3785-447a-9aea-bd7794d52f29.jpg?1714168636,
Desert,L,M,0,C,,,,https://cards.scryfall.io/large/front/5/a/5aa802d3-f9b1-49d1-87de-91d5fd9850ad.jpg?1714483871,
Prismatic Vista,L,M,0,B-,,,,https://cards.scryfall.io/large/front/e/b/ebe7ddb9-ac1c-4c42-a7c7-8683c7ba448d.jpg?1714168595,
